canon_smiles,iso_smiles
Cc1cc(C)c(NC(=O)CSc2nc3cc(C)cc(-n4nc5ccccc5n4)c3o2)c(C)c1,Cc1cc(C)c(NC(=O)CSc2nc3cc(C)cc(-n4nc5ccccc5n4)c3o2)c(C)c1
O=C([O-])CCCC(=O)N1CCN(C(=O)c2cccc(F)c2)C(C(=O)NC2CCCNC2=O)C1,O=C([O-])CCCC(=O)N1CCN(C(=O)c2cccc(F)c2)[C@H](C(=O)N[C@H]2CCCNC2=O)C1
CCOC(=O)C1=C(CSc2nc(C)cc(C)c2C#N)NC(=O)NC1c1ccc2c(c1)OCO2,CCOC(=O)C1=C(CSc2nc(C)cc(C)c2C#N)NC(=O)N[C@H]1c1ccc2c(c1)OCO2
O=C(c1cnn2c1NC(c1cccs1)CC2C(F)(F)F)N1CCN(c2ccc(F)cc2)CC1,O=C(c1cnn2c1N[C@@H](c1cccs1)C[C@@H]2C(F)(F)F)N1CCN(c2ccc(F)cc2)CC1
COc1ccc(C(c2nnnn2Cc2cccs2)[NH+]2CCN(c3ccccc3F)CC2)cc1,COc1ccc([C@@H](c2nnnn2Cc2cccs2)[NH+]2CCN(c3ccccc3F)CC2)cc1
Cc1cccc(C(=O)NC(c2nnc(SCC(=O)Nc3c(C)cccc3C)n2C)C(C)C)c1,Cc1cccc(C(=O)N[C@H](c2nnc(SCC(=O)Nc3c(C)cccc3C)n2C)C(C)C)c1
Cc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N(C)Cc4cnn(C)c4C)cc3n2)cc1C,Cc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N(C)Cc4cnn(C)c4C)cc3n2)cc1C
CCOC(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(S(=O)(=O)N3CCOCC3)cc1)N2,CCOC(=O)c1ccc2c(c1)[C@@H]1C=CC[C@H]1[C@H](c1ccc(S(=O)(=O)N3CCOCC3)cc1)N2
COc1cccc(NC(=O)C2c3ccccc3C(=O)N(C)C2c2cn(C)c3ccccc23)c1,COc1cccc(NC(=O)[C@@H]2c3ccccc3C(=O)N(C)[C@H]2c2cn(C)c3ccccc23)c1
Cc1ccccc1C(=O)Nc1cccc(NC(=O)CSc2nnc(-c3cccnc3)n2C)c1,Cc1ccccc1C(=O)Nc1cccc(NC(=O)CSc2nnc(-c3cccnc3)n2C)c1
Cn1c(=O)cc(SCC(=O)NCC[NH+]2CCN(c3ccccc3F)CC2)c2cc(Cl)ccc21,Cn1c(=O)cc(SCC(=O)NCC[NH+]2CCN(c3ccccc3F)CC2)c2cc(Cl)ccc21
CCc1ccc(N2CC(C(=O)Nc3ccccc3C(=O)Nc3ccccc3C)CC2=O)cc1,CCc1ccc(N2C[C@H](C(=O)Nc3ccccc3C(=O)Nc3ccccc3C)CC2=O)cc1
CC(C)c1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N(C)Cc4ccnn4C)cc3n2)cc1,CC(C)c1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N(C)Cc4ccnn4C)cc3n2)cc1
Cc1cc(C(=O)COC(=O)c2cccc(S(=O)(=O)N3c4ccccc4CC3C)c2)c(C)n1C,Cc1cc(C(=O)COC(=O)c2cccc(S(=O)(=O)N3c4ccccc4C[C@H]3C)c2)c(C)n1C
Cc1ccc(-c2cc(C(=O)N3CCN(c4ncccn4)CC3)c3ccc(Cl)c(C)c3n2)cc1,Cc1ccc(-c2cc(C(=O)N3CCN(c4ncccn4)CC3)c3ccc(Cl)c(C)c3n2)cc1
Cc1ccc(S(=O)(=O)Nc2ccc(N3CCN(c4[nH+]cccc4C(F)(F)F)CC3)[nH+]c2)cc1,Cc1ccc(S(=O)(=O)Nc2ccc(N3CCN(c4[nH+]cccc4C(F)(F)F)CC3)[nH+]c2)cc1
COc1ccc(-c2nn(-c3ccc(F)cc3)c(-c3ccc(OC)c(OC)c3)c2C)cc1OC,COc1ccc(-c2nn(-c3ccc(F)cc3)c(-c3ccc(OC)c(OC)c3)c2C)cc1OC
CCC(NC(=O)CCc1c(C)c2cc3c(-c4ccccc4)c(C)oc3cc2oc1=O)C(=O)[O-],CC[C@H](NC(=O)CCc1c(C)c2cc3c(-c4ccccc4)c(C)oc3cc2oc1=O)C(=O)[O-]
COc1ccc2c(c1)c(=O)c(C(=O)c1ccc(Cl)cc1)cn2CC(=O)Nc1ccc(F)cc1,COc1ccc2c(c1)c(=O)c(C(=O)c1ccc(Cl)cc1)cn2CC(=O)Nc1ccc(F)cc1
O=C(Nc1cccc(O)c1)c1ccc(Oc2ccc(C(=O)Nc3cccc(O)c3)cc2)cc1,O=C(Nc1cccc(O)c1)c1ccc(Oc2ccc(C(=O)Nc3cccc(O)c3)cc2)cc1
Cc1ccc(-c2nc(C)sc2CC(=O)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)cc1,Cc1ccc(-c2nc(C)sc2CC(=O)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)cc1
Cc1ccc2nc(NC(=O)C3Cc4ccccc4CN3C(=O)OCc3ccccc3)sc2c1,Cc1ccc2nc(NC(=O)[C@H]3Cc4ccccc4CN3C(=O)OCc3ccccc3)sc2c1
COc1cc(C(=O)N2CCC(C(=O)Nc3ccc4c(c3)OCCO4)CC2)cc(OC)c1OC,COc1cc(C(=O)N2CCC(C(=O)Nc3ccc4c(c3)OCCO4)CC2)cc(OC)c1OC
COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)NCCc4ccccc4)c(Cl)c3N2)cc1,COc1ccc([C@H]2C[C@@H](C(F)(F)F)n3nc(C(=O)NCCc4ccccc4)c(Cl)c3N2)cc1
Cc1cc(Cl)ccc1OCC(=O)Nc1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1,Cc1cc(Cl)ccc1OCC(=O)Nc1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1
CCc1nc2c(c(=O)n1CC1CCCO1)c1nc3ccccc3nc1n2Cc1ccccc1,CCc1nc2c(c(=O)n1C[C@H]1CCCO1)c1nc3ccccc3nc1n2Cc1ccccc1
COC(=O)C(C#N)c1nc2ccccc2nc1N1CC[NH+](Cc2ccc3c(c2)OCO3)CC1,COC(=O)[C@H](C#N)c1nc2ccccc2nc1N1CC[NH+](Cc2ccc3c(c2)OCO3)CC1
Cc1cccc(N(C)S(=O)(=O)c2ccc3[nH]cc(C(=O)NCc4ccccn4)c(=O)c3c2)c1,Cc1cccc(N(C)S(=O)(=O)c2ccc3[nH]cc(C(=O)NCc4ccccn4)c(=O)c3c2)c1
COc1ccccc1NC(=O)C1=C(C)Nc2ncnn2C1c1ccc(OC(C)C)c(OC)c1,COc1ccccc1NC(=O)C1=C(C)Nc2ncnn2[C@@H]1c1ccc(OC(C)C)c(OC)c1
CC(=O)c1c(C)oc2ccc(N(C(=O)c3ccncc3)S(=O)(=O)c3cc(C)ccc3C)cc12,CC(=O)c1c(C)oc2ccc(N(C(=O)c3ccncc3)S(=O)(=O)c3cc(C)ccc3C)cc12
COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)Nc4cccc(C)c4)cc3N2)cc1OC,COc1ccc([C@@H]2C[C@H](C(F)(F)F)n3nc(C(=O)Nc4cccc(C)c4)cc3N2)cc1OC
N#Cc1cc2c(=O)n3ccccc3nc2n(CC2CCCO2)c1=NC(=O)c1ccc(F)cc1,N#Cc1cc2c(=O)n3ccccc3nc2n(C[C@H]2CCCO2)/c1=N/C(=O)c1ccc(F)cc1
O=C(NC1CC1)c1ccc(Cn2c(SCc3ccccc3F)nc3ccccc3c2=O)cc1,O=C(NC1CC1)c1ccc(Cn2c(SCc3ccccc3F)nc3ccccc3c2=O)cc1
COc1ccc(S(=O)(=O)n2nc(OC(=O)c3c(-c4ccccc4Cl)noc3C)cc2N)cc1,COc1ccc(S(=O)(=O)n2nc(OC(=O)c3c(-c4ccccc4Cl)noc3C)cc2N)cc1
CS(=O)(=O)N(Cc1ccc(C(=O)N2CCN(c3ccccc3F)CC2)cc1)c1ccccc1,CS(=O)(=O)N(Cc1ccc(C(=O)N2CCN(c3ccccc3F)CC2)cc1)c1ccccc1
C=CCn1c([O-])c(C(=O)Nc2nc(C3C4CC5CC(C4)CC3C5)cs2)c(=O)c2ccccc21,C=CCn1c([O-])c(C(=O)Nc2nc(C3C4CC5CC(C4)CC3C5)cs2)c(=O)c2ccccc21
COc1cccc(N(C(=O)c2cnccn2)C(C(=O)NC2CCCCC2)c2ccccc2)c1,COc1cccc(N(C(=O)c2cnccn2)[C@@H](C(=O)NC2CCCCC2)c2ccccc2)c1
CC1CC(C)CN(C(=O)CSc2nc3nn(-c4ccccc4)c(=O)c-3c3n2CCCCC3)C1,C[C@@H]1C[C@@H](C)CN(C(=O)CSc2nc3nn(-c4ccccc4)c(=O)c-3c3n2CCCCC3)C1
CC(=O)Nc1ccc(NC(=O)c2sc3[nH+]c4c(c(-c5ccc(C)cc5)c3c2N)CCC4)cc1,CC(=O)Nc1ccc(NC(=O)c2sc3[nH+]c4c(c(-c5ccc(C)cc5)c3c2N)CCC4)cc1
Cc1cc(OC(=O)C2CCCN2C(=O)OCc2ccccc2)c2c3c(c(=O)oc2c1)CCC3,Cc1cc(OC(=O)[C@H]2CCCN2C(=O)OCc2ccccc2)c2c3c(c(=O)oc2c1)CCC3
O=C(CSc1nc2sc3c(c2c(=O)n1CC1CCCO1)CCC3)N1CCc2ccccc2C1,O=C(CSc1nc2sc3c(c2c(=O)n1C[C@H]1CCCO1)CCC3)N1CCc2ccccc2C1
Cc1ccc(Cn2c(C)nc3c(c2=O)c2nc4ccccc4nc2n3-c2ccccc2)cc1,Cc1ccc(Cn2c(C)nc3c(c2=O)c2nc4ccccc4nc2n3-c2ccccc2)cc1
Cc1oc2c(C)c3oc(=O)c(CC(=O)NCCCC(=O)[O-])c(C)c3cc2c1-c1ccccc1,Cc1oc2c(C)c3oc(=O)c(CC(=O)NCCCC(=O)[O-])c(C)c3cc2c1-c1ccccc1
CCc1ccc2c(c1)c(=O)c(S(=O)(=O)c1ccccc1)cn2CC(=O)Nc1cccc(C)c1,CCc1ccc2c(c1)c(=O)c(S(=O)(=O)c1ccccc1)cn2CC(=O)Nc1cccc(C)c1
O=C(c1ccncc1)N(c1cc2sc(=O)oc2c2ccccc12)S(=O)(=O)c1ccc(Cl)cc1,O=C(c1ccncc1)N(c1cc2sc(=O)oc2c2ccccc12)S(=O)(=O)c1ccc(Cl)cc1
COc1ccc(-c2nc3ccc(C(=O)[O-])cc3nc2-c2ccc(OC)c(OC)c2)cc1OC,COc1ccc(-c2nc3ccc(C(=O)[O-])cc3nc2-c2ccc(OC)c(OC)c2)cc1OC
CCc1cccc(C)c1NC(=O)CSc1nc2ccccc2c(=O)n1-c1ccc(OC)cc1,CCc1cccc(C)c1NC(=O)CSc1nc2ccccc2c(=O)n1-c1ccc(OC)cc1
Cc1ccc(CN2C(=O)c3[nH]nc(-c4cc(C)cc(C)c4O)c3C2c2cccc(O)c2)cc1,Cc1ccc(CN2C(=O)c3[nH]nc(-c4cc(C)cc(C)c4O)c3[C@@H]2c2cccc(O)c2)cc1
O=C1CCCC(=O)C1C(c1ccc(-c2cc(C(F)(F)F)ccc2Cl)o1)C1C(=O)CCCC1=O,O=C1CCCC(=O)C1C(c1ccc(-c2cc(C(F)(F)F)ccc2Cl)o1)C1C(=O)CCCC1=O
CCn1c(SCC(=O)NCc2ccccc2)nc2c(c1=O)C1(CCCC1)Cc1ccccc1-2,CCn1c(SCC(=O)NCc2ccccc2)nc2c(c1=O)C1(CCCC1)Cc1ccccc1-2
N#Cc1ccccc1NC(=O)COC(=O)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,N#Cc1ccccc1NC(=O)COC(=O)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1
COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N4CCc5ccccc5C4)cc3n2)cc1,COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N4CCc5ccccc5C4)cc3n2)cc1
N#Cc1ccc(NC(=O)c2cc(S(=O)(=O)N3CCN(c4ccccc4)CC3)ccc2Cl)cc1,N#Cc1ccc(NC(=O)c2cc(S(=O)(=O)N3CCN(c4ccccc4)CC3)ccc2Cl)cc1
CCCn1nc(C(=O)Nc2ccc(S(=O)(=O)[N-]c3ncccn3)cc2)c2ccccc2c1=O,CCCn1nc(C(=O)Nc2ccc(S(=O)(=O)[N-]c3ncccn3)cc2)c2ccccc2c1=O
CCC1CN(S(=O)(=O)c2c(C)noc2C)CCC1CC(=O)NCc1cccc2ccccc12,CC[C@H]1CN(S(=O)(=O)c2c(C)noc2C)CC[C@H]1CC(=O)NCc1cccc2ccccc12
Cc1ccc(C(=O)OCC(=O)NC2CCCc3ccccc32)cc1S(=O)(=O)N1CCCCC1,Cc1ccc(C(=O)OCC(=O)N[C@@H]2CCCc3ccccc32)cc1S(=O)(=O)N1CCCCC1
CS(=O)(=O)N1Cc2ccccc2CC1C(=O)OCC(=O)Nc1nc(-c2ccc(F)cc2)cs1,CS(=O)(=O)N1Cc2ccccc2C[C@H]1C(=O)OCC(=O)Nc1nc(-c2ccc(F)cc2)cs1
COc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccccc2C)cc1OC,COc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccccc2C)cc1OC
COc1ccc2oc(=O)c(C(=O)NCCc3c(C)[nH]c4ccc(OC(F)(F)F)cc34)cc2c1,COc1ccc2oc(=O)c(C(=O)NCCc3c(C)[nH]c4ccc(OC(F)(F)F)cc34)cc2c1
COc1ccc(CN(Cc2cc3cc(OC)ccc3[nH]c2=O)C(=O)c2cccc(F)c2)cc1,COc1ccc(CN(Cc2cc3cc(OC)ccc3[nH]c2=O)C(=O)c2cccc(F)c2)cc1
FC(F)(F)c1nn(CCc2nc3c4cnn(-c5ccccc5)c4ncn3n2)c(C2CC2)c1Cl,FC(F)(F)c1nn(CCc2nc3c4cnn(-c5ccccc5)c4ncn3n2)c(C2CC2)c1Cl
Cc1occc1C(=O)N(CCC(=O)N1CCN(c2cccc(Cl)c2)CC1)Cc1ccccc1,Cc1occc1C(=O)N(CCC(=O)N1CCN(c2cccc(Cl)c2)CC1)Cc1ccccc1
O=S(=O)(c1ccc(S(=O)(=O)N2CCC(c3nc4ccccc4[nH]3)CC2)cc1)N1CCCCC1,O=S(=O)(c1ccc(S(=O)(=O)N2CCC(c3nc4ccccc4[nH]3)CC2)cc1)N1CCCCC1
O=S(=O)(c1ccccc1F)N1CCCC(c2nc([O-])c3nnn(Cc4ccccc4)c3n2)C1,O=S(=O)(c1ccccc1F)N1CCC[C@@H](c2nc([O-])c3nnn(Cc4ccccc4)c3n2)C1
CCc1ccc(NC(=O)C2CCC(=O)N(c3ccc(OC)cc3)C2c2ccc(F)cc2)cc1,CCc1ccc(NC(=O)[C@@H]2CCC(=O)N(c3ccc(OC)cc3)[C@@H]2c2ccc(F)cc2)cc1
CCc1ccc(-n2nc3cc(C)c(NC(=O)c4cc(OC)c(OC)c(OC)c4)cc3n2)cc1,CCc1ccc(-n2nc3cc(C)c(NC(=O)c4cc(OC)c(OC)c(OC)c4)cc3n2)cc1
Cc1ccc(-n2c(SCC(=O)Nc3cccc(C(F)(F)F)c3)nnc2-c2cccnc2)cc1,Cc1ccc(-n2c(SCC(=O)Nc3cccc(C(F)(F)F)c3)nnc2-c2cccnc2)cc1
Cc1ccc(Cl)cc1N1CCN(C(=O)c2ccc(N(C)S(=O)(=O)c3ccccc3)cc2)CC1,Cc1ccc(Cl)cc1N1CCN(C(=O)c2ccc(N(C)S(=O)(=O)c3ccccc3)cc2)CC1
COc1ccc2c(C)cc3nnc(SCC(=O)c4cc(C)n(CC5CCCO5)c4C)n3c2c1,COc1ccc2c(C)cc3nnc(SCC(=O)c4cc(C)n(C[C@H]5CCCO5)c4C)n3c2c1
COc1ccc(-n2c(C)cc(C(=O)CSc3nnc(-c4ccc5c(c4)OCO5)o3)c2C)cc1,COc1ccc(-n2c(C)cc(C(=O)CSc3nnc(-c4ccc5c(c4)OCO5)o3)c2C)cc1
COc1ccc(C2C(C(=O)NC3CCCCC3)c3cc(OC)c(OC)cc3C(=O)N2C)cc1,COc1ccc([C@H]2[C@H](C(=O)NC3CCCCC3)c3cc(OC)c(OC)cc3C(=O)N2C)cc1
Cn1c(=O)c2c(nc(SCC(=O)Nc3ccc(F)cc3F)n2Cc2ccccc2)n(C)c1=O,Cn1c(=O)c2c(nc(SCC(=O)Nc3ccc(F)cc3F)n2Cc2ccccc2)n(C)c1=O
O=C(NCc1ccccc1)C1C2C=CC3(O2)C1C(=O)N(C1CC1)C3C(=O)NC1CCCCC1,O=C(NCc1ccccc1)[C@@H]1[C@@H]2C=C[C@@]3(O2)[C@H]1C(=O)N(C1CC1)[C@@H]3C(=O)NC1CCCCC1
Cc1cccc2cc(CN(CC3CCCO3)S(=O)(=O)c3ccc(C(C)(C)C)cc3)c(=O)[nH]c12,Cc1cccc2cc(CN(C[C@H]3CCCO3)S(=O)(=O)c3ccc(C(C)(C)C)cc3)c(=O)[nH]c12
O=C(COc1ccccc1)Nc1ccc2n(c1=O)CC1CC2CN(C(=O)c2ccccc2)C1,O=C(COc1ccccc1)Nc1ccc2n(c1=O)C[C@H]1C[C@@H]2CN(C(=O)c2ccccc2)C1
O=C([O-])c1ccc(N2C(=O)C3=C(C(c4ccc(Cl)cc4)=NCCN3)C2c2cccnc2)cc1,O=C([O-])c1ccc(N2C(=O)C3=C(C(c4ccc(Cl)cc4)=NCCN3)[C@@H]2c2cccnc2)cc1
Cc1ccc(CN(C(=O)Cc2ccccc2)C(C)(C)C(=O)Nc2ccc3c(c2)OCO3)cc1,Cc1ccc(CN(C(=O)Cc2ccccc2)C(C)(C)C(=O)Nc2ccc3c(c2)OCO3)cc1
Cc1c(NC(=O)C(C)Oc2ccc(Oc3ccccc3)cc2)c(=O)n(-c2ccccc2)n1C,Cc1c(NC(=O)[C@@H](C)Oc2ccc(Oc3ccccc3)cc2)c(=O)n(-c2ccccc2)n1C
COc1cccc(-c2nc(SCC(=O)Nc3sc4c(c3C#N)CCCC4)nc([O-])c2C#N)c1,COc1cccc(-c2nc(SCC(=O)Nc3sc4c(c3C#N)CCCC4)nc([O-])c2C#N)c1
COc1cc2c(cc1OC)C1C(C(=O)N(C)C3CCCCC3)c3ccccc3C(=O)N1CC2,COc1cc2c(cc1OC)[C@@H]1[C@H](C(=O)N(C)C3CCCCC3)c3ccccc3C(=O)N1CC2
CCc1ccccc1S(=O)(=O)Cc1ccc(C(=O)N2CCN(c3ccccc3OC)CC2)o1,CCc1ccccc1S(=O)(=O)Cc1ccc(C(=O)N2CCN(c3ccccc3OC)CC2)o1
O=C(Nc1ccc(-n2cnnn2)cc1)c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1,O=C(Nc1ccc(-n2cnnn2)cc1)c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1
Cc1ccc(NC(=O)c2cc3n(n2)C(C(F)(F)F)CC(c2ccc4c(c2)OCO4)N3)c(C)c1,Cc1ccc(NC(=O)c2cc3n(n2)[C@@H](C(F)(F)F)C[C@H](c2ccc4c(c2)OCO4)N3)c(C)c1
COc1ccc(C(=O)COc2ccc3c(=O)c(-c4ccc5c(c4)OCCO5)coc3c2)cc1,COc1ccc(C(=O)COc2ccc3c(=O)c(-c4ccc5c(c4)OCCO5)coc3c2)cc1
COC(=O)Cn1cnc2sc(C)c(S(=O)(=O)N3CCN(c4ccccc4OC)CC3)c2c1=O,COC(=O)Cn1cnc2sc(C)c(S(=O)(=O)N3CCN(c4ccccc4OC)CC3)c2c1=O
COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)N4CCC(C)CC4)c(Cl)c3N2)cc1OC,COc1ccc([C@@H]2C[C@H](C(F)(F)F)n3nc(C(=O)N4CCC(C)CC4)c(Cl)c3N2)cc1OC
CCOC(=O)C1=C(N)n2c(sc(=Cc3cccnc3)c2=O)=C(C(=O)OC)C1c1cccnc1,CCOC(=O)C1=C(N)n2c(sc(=Cc3cccnc3)c2=O)=C(C(=O)OC)[C@@H]1c1cccnc1
CCOc1ccc(-c2cc(C)n3nc(C(=O)Nc4sc5c(c4C#N)CCCC5)cc3n2)cc1,CCOc1ccc(-c2cc(C)n3nc(C(=O)Nc4sc5c(c4C#N)CCCC5)cc3n2)cc1
COc1ccc(CN(Cc2cc3ccc(C)cc3[nH]c2=O)S(=O)(=O)c2ccc(C)cc2)cc1,COc1ccc(CN(Cc2cc3ccc(C)cc3[nH]c2=O)S(=O)(=O)c2ccc(C)cc2)cc1
Cc1cc(=O)n2c(C(=O)Nc3ccc(F)c(Cl)c3)c(C(=O)Nc3cccc(C)c3C)sc2n1,Cc1cc(=O)n2c(C(=O)Nc3ccc(F)c(Cl)c3)c(C(=O)Nc3cccc(C)c3C)sc2n1
COc1ccc(-c2noc(N3CCC(C(=O)N4CCN(c5cccc[nH+]5)CC4)CC3)n2)cc1,COc1ccc(-c2noc(N3CCC(C(=O)N4CCN(c5cccc[nH+]5)CC4)CC3)n2)cc1
COc1ccc(C(=O)N2CC3CC(C2)c2c(NC(=O)c4cncnc4)ccc(=O)n2C3)cc1,COc1ccc(C(=O)N2C[C@@H]3C[C@H](C2)c2c(NC(=O)c4cncnc4)ccc(=O)n2C3)cc1
COc1ccc(-n2c(SCc3cc(=O)n4ccsc4n3)nc3ccccc3c2=O)cc1OC,COc1ccc(-n2c(SCc3cc(=O)n4ccsc4n3)nc3ccccc3c2=O)cc1OC
COCCn1c(SCC(=O)NC2CCCc3ccccc32)nc2sc3c(c2c1=O)CCCC3,COCCn1c(SCC(=O)N[C@@H]2CCCc3ccccc32)nc2sc3c(c2c1=O)CCCC3
Cc1c(N(C)CN(C)c2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,Cc1c(N(C)CN(C)c2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C
CC(=O)N1CCC([NH+]2CC3CC(C2)c2ccc(NC(=O)Nc4ccccc4)c(=O)n2C3)CC1,CC(=O)N1CCC([NH+]2C[C@@H]3C[C@H](C2)c2ccc(NC(=O)Nc4ccccc4)c(=O)n2C3)CC1
CCc1ccc2[nH]c(=O)c(C(c3nnnn3Cc3ccc(F)cc3)[NH+]3CCCCC3)cc2c1,CCc1ccc2[nH]c(=O)c([C@@H](c3nnnn3Cc3ccc(F)cc3)[NH+]3CCCCC3)cc2c1
O=C(CN1c2cccc3cccc(c23)S1(=O)=O)N(CCc1ccccc1)Cc1ccccc1,O=C(CN1c2cccc3cccc(c23)S1(=O)=O)N(CCc1ccccc1)Cc1ccccc1
COc1ccc2[nH]c(=O)c(CN(Cc3ccc(Cl)cc3)C(=O)Nc3ccccc3F)cc2c1,COc1ccc2[nH]c(=O)c(CN(Cc3ccc(Cl)cc3)C(=O)Nc3ccccc3F)cc2c1
Cn1nc(C(=O)OCc2cc(F)cc3c2OC(c2ccccc2)OC3)c2ccccc2c1=O,Cn1nc(C(=O)OCc2cc(F)cc3c2O[C@H](c2ccccc2)OC3)c2ccccc2c1=O
COc1cc2cc(C(c3nnnn3C3CCCC3)[NH+]3CCCC(C)C3)c(=O)[nH]c2cc1OC,COc1cc2cc([C@@H](c3nnnn3C3CCCC3)[NH+]3CCC[C@H](C)C3)c(=O)[nH]c2cc1OC
COc1ccc(C(=O)Nc2ccc(N3CCN(C(=O)c4cccs4)CC3)c(Cl)c2)cc1OC,COc1ccc(C(=O)Nc2ccc(N3CCN(C(=O)c4cccs4)CC3)c(Cl)c2)cc1OC
O=C(CSc1nnc2n(-c3ccccc3)c(=O)c3ccccc3n12)Nc1ccc(Cl)cc1F,O=C(CSc1nnc2n(-c3ccccc3)c(=O)c3ccccc3n12)Nc1ccc(Cl)cc1F
Cc1ccc(NC(=O)CN2C(=O)C(C)(C)Oc3ccc(C(=O)NC4CCCC4)cc32)c(C)c1,Cc1ccc(NC(=O)CN2C(=O)C(C)(C)Oc3ccc(C(=O)NC4CCCC4)cc32)c(C)c1
CC1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N4CC(C)CC(C)C4)cc3)c2C(N)=O)C1,C[C@H]1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N4C[C@@H](C)C[C@@H](C)C4)cc3)c2C(N)=O)C1
Cc1ccc2c(c1)cc(CN(Cc1ccc3c(c1)OCO3)C(=O)c1ccco1)c1nnnn12,Cc1ccc2c(c1)cc(CN(Cc1ccc3c(c1)OCO3)C(=O)c1ccco1)c1nnnn12
O=C(Nc1ccccc1)N(CC[NH+]1CCCC1)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3,O=C(Nc1ccccc1)N(CC[NH+]1CCCC1)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3
Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1cccc(NC(=O)c2ccco2)c1,Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1cccc(NC(=O)c2ccco2)c1
O=C(c1ccccc1)N1CCC(c2nc(=O)c3nnn(Cc4ccc(Cl)cc4Cl)c3[nH]2)CC1,O=C(c1ccccc1)N1CCC(c2nc(=O)c3nnn(Cc4ccc(Cl)cc4Cl)c3[nH]2)CC1
COc1cc2c(=O)c(S(=O)(=O)c3ccc(C)cc3)cn(Cc3ccc(F)cc3)c2cc1OC,COc1cc2c(=O)c(S(=O)(=O)c3ccc(C)cc3)cn(Cc3ccc(F)cc3)c2cc1OC
CC(C(=O)N(C)CCC#N)C1CCC2(C)Cc3sc(NC(=O)C[NH+](C)C)nc3C(C)C2C1O,C[C@H](C(=O)N(C)CCC#N)[C@@H]1CC[C@@]2(C)Cc3sc(NC(=O)C[NH+](C)C)nc3[C@@H](C)[C@@H]2[C@H]1O
COc1cc2c(cc1OC)C(COc1cc(C)cc(C)c1)N(C(=O)c1ccc(F)cc1)CC2,COc1cc2c(cc1OC)[C@H](COc1cc(C)cc(C)c1)N(C(=O)c1ccc(F)cc1)CC2
COC(=O)c1ccc(-n2c(C)cc(C(=O)CSc3nnc4sc5ccccc5n34)c2C)cc1,COC(=O)c1ccc(-n2c(C)cc(C(=O)CSc3nnc4sc5ccccc5n34)c2C)cc1
Cc1c(NC(=O)CSc2nnc(C3CC3)n2-c2ccccc2)c(=O)n(-c2ccccc2)n1C,Cc1c(NC(=O)CSc2nnc(C3CC3)n2-c2ccccc2)c(=O)n(-c2ccccc2)n1C
Cc1ccc2c(c1)c(=O)c(S(=O)(=O)c1ccc(F)cc1)cn2CC(=O)Nc1ccc(F)cc1,Cc1ccc2c(c1)c(=O)c(S(=O)(=O)c1ccc(F)cc1)cn2CC(=O)Nc1ccc(F)cc1
O=C(Nc1ccn(Cc2c(F)cccc2Cl)n1)C1CCCN(S(=O)(=O)c2ccc(F)cc2)C1,O=C(Nc1ccn(Cc2c(F)cccc2Cl)n1)[C@@H]1CCCN(S(=O)(=O)c2ccc(F)cc2)C1
Cc1ccc(C(=O)N2CCCC(c3nc(=O)c4nnn(Cc5ccccc5Cl)c4[nH]3)C2)cc1,Cc1ccc(C(=O)N2CCC[C@@H](c3nc(=O)c4nnn(Cc5ccccc5Cl)c4[nH]3)C2)cc1
COc1cccc(C2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2c2nnc(CC(C)C)s2)c1,COc1cccc([C@@H]2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2c2nnc(CC(C)C)s2)c1
